name_uk,name_en,place,oblast,lat,lon,osm_id,osm_type
Олександропіль,Oleksandropil,village,Дніпропетровська,47.861897,34.196824,261517568,way
Крутий Берег,Krutyi Bereh,village,Дніпропетровська,47.86638,34.137041,261517834,way
Сорочине,Sorochyne,village,Дніпропетровська,47.922785,34.098192,261518256,way
Звізда,Zvizda,village,Дніпропетровська,47.907257,34.085626,261518481,way
Лошкарівка,Loshkarivka,village,Дніпропетровська,47.937326,34.157325,261519005,way
Межуївка,Mezhuivka,hamlet,Дніпропетровська,47.95049,34.145731,261519193,way
Головкове,Holovkove,village,Дніпропетровська,47.940784,34.223506,261519415,way
Нова Балта,Nova Balta,hamlet,Дніпропетровська,47.94149,34.258812,261519507,way
Зелене,Zelene,hamlet,Дніпропетровська,47.928251,34.263122,261519597,way
Голубівка,Holubivka,hamlet,Дніпропетровська,47.917483,34.268524,261519944,way
Довгівка,Dovhivka,village,Дніпропетровська,47.92144,34.292755,261519958,way
Криничувате,Krynychuvate,village,Дніпропетровська,47.908468,34.325488,261520087,way
Томаківське,Tomakivske,hamlet,Дніпропетровська,47.887271,34.383064,261520206,way
Охотниче,Okhotnyche,village,Дніпропетровська,47.907,34.40593,261520409,way
Дружба,Druzhba,hamlet,Дніпропетровська,47.921763,34.396679,261520442,way
Менделєєвка,Mendelieievka,village,Дніпропетровська,47.940699,34.431511,261520511,way
Лебединське,Lebedynske,village,Дніпропетровська,47.899545,34.44074,261520538,way
Пахар,Pakhar,hamlet,Дніпропетровська,47.865301,34.429107,261520593,way
Змагання,Zmahannia,village,Дніпропетровська,47.851088,34.390608,261520603,way
Тарасівка,Tarasivka,village,Дніпропетровська,48.896178,34.817817,261524569,way
Топчине,Topchyne,village,Дніпропетровська,48.950755,34.792023,261525261,way
Водяне,Vodiane,village,Дніпропетровська,48.974468,34.897413,261525342,way
Шевське,Shevske,village,Дніпропетровська,48.992061,34.920755,261525466,way
Новопетрівка,Novopetrivka,village,Дніпропетровська,49.006217,34.979685,261525578,way
Виноградівка,Vynohradivka,village,Дніпропетровська,49.02616,34.976212,261525703,way
Дмухайлівка,Dmukhailivka,village,Дніпропетровська,49.054679,34.74683,261525956,way
Кременівка,Kremenivka,village,Дніпропетровська,49.0681,34.832015,261526307,way
Заплавка,Zaplavka,village,Дніпропетровська,49.081799,34.879814,261526663,way
Мусієнкове,Musiienkove,village,Дніпропетровська,49.097554,34.823254,261532253,way
Гупалівка,Hupalivka,village,Дніпропетровська,49.106271,34.73788,261532518,way
Чернеччина,Chernechchyna,village,Дніпропетровська,49.119973,34.778165,261532768,way
Минівка,Mynivka,village,Дніпропетровська,49.136697,34.862308,261533662,way
Краснопілля,Krasnopillia,village,Дніпропетровська,49.161724,34.852131,261534989,way
Котовка,Kotovka,village,Дніпропетровська,49.129204,34.943088,261535069,way
Степанівка,Stepanivka,village,Дніпропетровська,49.161588,34.982347,261535122,way
Бузівка,Buzivka,village,Дніпропетровська,49.127823,35.094673,261535686,way
Великокозирщина,Velykokozyrshchyna,village,Дніпропетровська,49.081605,35.252476,261536395,way
Личкове,Lychkove,village,Дніпропетровська,49.090955,35.206848,261536792,way
Малокозирщина,Malokozyrshchyna,village,Дніпропетровська,49.039792,35.283859,261537248,way
Козирщина,Kozyrshchyna,village,Дніпропетровська,49.033754,35.300622,261537347,way
Вишневе,Vyshneve,village,Дніпропетровська,49.017363,35.306941,261538511,way
Рівне,Rivne,village,Дніпропетровська,48.949272,35.471037,261539661,way
Багате,Bahate,village,Дніпропетровська,48.970448,35.516745,261539738,way
Панасівка,Panasivka,village,Дніпропетровська,48.949475,35.539647,261540978,way
Керносівка,Kernosivka,village,Дніпропетровська,48.95534,35.635359,261541006,way
Ганнівка,Hannivka,village,Дніпропетровська,48.954728,35.668617,261541074,way
Орілька,Orilka,village,Дніпропетровська,48.944368,35.688206,261541230,way
Левенцівка,Leventsivka,village,Дніпропетровська,48.908174,35.605917,261541567,way
Михайлівка,Mykhailivka,village,Дніпропетровська,48.881227,35.566284,261541648,way
Гнатівка,Hnativka,village,Дніпропетровська,48.895722,35.476805,261542198,way
Варварівка,Varvarivka,village,Дніпропетровська,48.907149,35.484937,261542274,way
Герасимівка,Herasymivka,village,Дніпропетровська,48.88584,35.412547,261542478,way
Голубівка,Holubivka,village,Дніпропетровська,48.885756,35.327957,261542698,way
Кільчень,Kilchen,village,Дніпропетровська,48.878348,35.278482,261542750,way
Воскресенівка,Voskresenivka,village,Дніпропетровська,48.916814,35.25906,261542893,way
Троїцьке,Troitske,village,Дніпропетровська,48.929966,35.318877,261542984,way
Олянівка,Olianivka,hamlet,Дніпропетровська,48.966129,35.24624,261543792,way
Трудолюбівка,Trudoliubivka,hamlet,Дніпропетровська,48.98226,35.226744,261543828,way
Олександрія,Oleksandriia,hamlet,Дніпропетровська,48.992376,35.299643,261543976,way
Свічанівка,Svichanivka,village,Дніпропетровська,49.007132,35.260352,261544111,way
Мар’ївка,Marivka,village,Дніпропетровська,48.943493,35.187314,261544411,way
Дудківка,Dudkivka,village,Дніпропетровська,48.973709,35.134535,261544673,way
Деконка,Dekonka,village,Дніпропетровська,49.013071,35.116131,261544692,way
Приорільське,Pryorilske,village,Дніпропетровська,49.021188,35.155334,261544828,way
Зоряне,Zoriane,village,Дніпропетровська,49.039934,35.076006,261545196,way
Гавришівка,Havryshivka,village,Дніпропетровська,49.088725,35.113414,261545207,way
Тарасівка,Tarasivka,village,Дніпропетровська,48.918604,35.197981,261545488,way
Січкарівка,Sichkarivka,village,Дніпропетровська,48.892457,35.156283,261545526,way
Нове,Nove,village,Дніпропетровська,48.871851,35.128816,261545575,way
Приют,Pryiut,village,Дніпропетровська,48.753119,34.894805,261545939,way
Вишневе,Vyshneve,hamlet,Дніпропетровська,48.765628,34.900922,261546053,way
Веселе,Vesele,hamlet,Дніпропетровська,48.772744,34.870856,261546125,way
Іванівка,Ivanivka,village,Дніпропетровська,48.733344,34.916055,261546223,way
Новоспаське,Novospaske,village,Дніпропетровська,48.763024,34.924317,261546420,way
Олександрівка,Oleksandrivka,village,Дніпропетровська,48.760745,34.962513,261546525,way
Нововасилівка,Novovasylivka,village,Дніпропетровська,48.785739,34.883267,261546750,way
Тарасо-Шевченківка,Taraso-Shevchenkivka,village,Дніпропетровська,48.807029,34.849223,261651884,way
Шевченківка,Shevchenkivka,village,Дніпропетровська,48.817378,34.850315,261651906,way
Євецько-Миколаївка,Yevetsko-Mykolaivka,village,Дніпропетровська,48.798685,35.361602,261654756,way
Івано-Михайлівка,Ivano-Mykhailivka,village,Дніпропетровська,48.778728,35.397838,261655475,way
Андріївка,Andriivka,village,Дніпропетровська,48.76594,35.453666,261655857,way
Всесвятське,Vsesviatske,village,Дніпропетровська,48.73986,35.526039,261656075,way
Василівка,Vasylivka,village,Дніпропетровська,48.710654,35.559284,261656210,way
Надіївка,Nadiivka,village,Дніпропетровська,48.769326,35.618263,261656323,way
Тарасове,Tarasove,village,Дніпропетровська,48.798882,35.638337,261656438,way
Солонці,Solontsi,hamlet,Дніпропетровська,48.801537,35.681299,261656456,way
Привільне,Pryvilne,village,Дніпропетровська,48.803292,35.656946,261656475,way
Новостепанівка,Novostepanivka,village,Дніпропетровська,48.84348,35.434227,261656676,way
Веселе,Vesele,village,Дніпропетровська,48.84723,35.466344,261656802,way
Попасне,Popasne,village,Дніпропетровська,48.813339,35.531219,261656902,way
Королівка,Korolivka,village,Дніпропетровська,48.842182,35.130043,261657179,way
Затишне,Zatyshne,village,Дніпропетровська,48.842872,35.090672,261657260,way
